id	file	line	kind	field	source	zh_cn	context
EDIT_05635	lib/edit/r_info.txt	13969	description	D	A pulsating mound of flesh, shining with silver pulses of throbbing light.		D:A pulsating mound of flesh, shining with silver pulses of throbbing light.
EDIT_05636	lib/edit/r_info.txt	13971	monster_name	N:name	Greater draconic quylthulg		N:801:Greater draconic quylthulg
EDIT_05637	lib/edit/r_info.txt	13986	description	D	A massive mound of scaled flesh, throbbing and pulsating with multi-hued		D:A massive mound of scaled flesh, throbbing and pulsating with multi-hued
EDIT_05638	lib/edit/r_info.txt	13987	description	D	light.		D:light.
EDIT_05639	lib/edit/r_info.txt	13989	monster_name	N:name	Greater rotting quylthulg		N:802:Greater rotting quylthulg
EDIT_05640	lib/edit/r_info.txt	14004	description	D	A massive pile of rotting flesh. A disgusting stench fills the air as it		D:A massive pile of rotting flesh. A disgusting stench fills the air as it
EDIT_05641	lib/edit/r_info.txt	14005	description	D	throbs and writhes.		D:throbs and writhes.
EDIT_05642	lib/edit/r_info.txt	14007	monster_name	N:name	Null the Living Void		N:803:Null the Living Void
EDIT_05643	lib/edit/r_info.txt	14022	description	D	A black hole in the fabric of reality. It simply is not there.		D:A black hole in the fabric of reality. It simply is not there.
EDIT_05644	lib/edit/r_info.txt	14024	monster_name	N:name	Vecna, the Emperor Lich		N:804:Vecna, the Emperor Lich
EDIT_05645	lib/edit/r_info.txt	14047	description	D	He is a highly cunning, extremely magical being, spoken of in legends.		D:He is a highly cunning, extremely magical being, spoken of in legends.
EDIT_05646	lib/edit/r_info.txt	14048	description	D	This ancient shadow of death wilts any living thing it passes.		D:This ancient shadow of death wilts any living thing it passes.
EDIT_05647	lib/edit/r_info.txt	14050	monster_name	N:name	Omarax the Eye Tyrant		N:805:Omarax the Eye Tyrant
EDIT_05648	lib/edit/r_info.txt	14066	description	D	A disembodied eye, floating in the air. His gaze seems to shred your		D:A disembodied eye, floating in the air. His gaze seems to shred your
EDIT_05649	lib/edit/r_info.txt	14067	description	D	soul and his spells crush your will. He is ancient, his history steeped		D:soul and his spells crush your will. He is ancient, his history steeped
EDIT_05650	lib/edit/r_info.txt	14068	description	D	in forgotten evils, his atrocities numerous and sickening.		D:in forgotten evils, his atrocities numerous and sickening.
EDIT_05651	lib/edit/r_info.txt	14070	monster_name	N:name	Tsathoggua, the Sleeper of N'kai		N:806:Tsathoggua, the Sleeper of N'kai
EDIT_05652	lib/edit/r_info.txt	14090	description	D	"...the formless bulking of a couchant mass. And the mass stirred		D:"...the formless bulking of a couchant mass. And the mass stirred
EDIT_05653	lib/edit/r_info.txt	14091	description	D	a little... and put forth with infinite slothfulness a huge and		D:a little... and put forth with infinite slothfulness a huge and
EDIT_05654	lib/edit/r_info.txt	14092	description	D	toad-shaped head. And the head opened its eyes very slowly, as if		D:toad-shaped head. And the head opened its eyes very slowly, as if
EDIT_05655	lib/edit/r_info.txt	14093	description	D	half awakened from slumber, so that they were visible as two slits		D:half awakened from slumber, so that they were visible as two slits
EDIT_05656	lib/edit/r_info.txt	14094	description	D	of oozing phosphor in the black browless face."		D:of oozing phosphor in the black browless face."
EDIT_05657	lib/edit/r_info.txt	14096	monster_name	N:name	Gerard, Strongman of Amber		N:807:Gerard, Strongman of Amber
EDIT_05658	lib/edit/r_info.txt	14111	description	D	Gerard may not be quite as devious as the other Amberites, but		D:Gerard may not be quite as devious as the other Amberites, but
EDIT_05659	lib/edit/r_info.txt	14112	description	D	he is certainly stronger than the rest of them put together. "...a big,		D:he is certainly stronger than the rest of them put together. "...a big,
EDIT_05660	lib/edit/r_info.txt	14113	description	D	powerful man... (He) resembled (Corwin) quite strongly, save that		D:powerful man... (He) resembled (Corwin) quite strongly, save that
EDIT_05661	lib/edit/r_info.txt	14114	description	D	his jaw was heavier, and (Corwin) knew he was bigger than him, though		D:his jaw was heavier, and (Corwin) knew he was bigger than him, though
EDIT_05662	lib/edit/r_info.txt	14115	description	D	slower. His strength was a thing out of legend. He wore a dressing gown of		D:slower. His strength was a thing out of legend. He wore a dressing gown of
EDIT_05663	lib/edit/r_info.txt	14116	description	D	blue and gray clasped around the middle with a wide, black belt, and he		D:blue and gray clasped around the middle with a wide, black belt, and he
EDIT_05664	lib/edit/r_info.txt	14117	description	D	stood laughing. About his neck, on a heavy cord, there hung a silver		D:stood laughing. About his neck, on a heavy cord, there hung a silver
EDIT_05665	lib/edit/r_info.txt	14118	description	D	hunting horn. He wore a fringe beard and a light mustache. In his right		D:hunting horn. He wore a fringe beard and a light mustache. In his right
EDIT_05666	lib/edit/r_info.txt	14119	description	D	hand he held a goblet of wine."		D:hand he held a goblet of wine."
EDIT_05667	lib/edit/r_info.txt	14123	monster_name	N:name	Ungoliant, the Unlight		N:808:Ungoliant, the Unlight
EDIT_05668	lib/edit/r_info.txt	14144	description	D	This enormous, hideous spirit of void is in the form of a spider of		D:This enormous, hideous spirit of void is in the form of a spider of
EDIT_05669	lib/edit/r_info.txt	14145	description	D	immense proportions. She is surrounded by a cloud of Unlight as she sucks		D:immense proportions. She is surrounded by a cloud of Unlight as she sucks
EDIT_05670	lib/edit/r_info.txt	14146	description	D	in all living light into her bloated body. She is always ravenously		D:in all living light into her bloated body. She is always ravenously
EDIT_05671	lib/edit/r_info.txt	14147	description	D	hungry and would even eat herself to avoid starvation. She is rumoured to		D:hungry and would even eat herself to avoid starvation. She is rumoured to
EDIT_05672	lib/edit/r_info.txt	14148	description	D	have a foul and deadly breath.		D:have a foul and deadly breath.
EDIT_05673	lib/edit/r_info.txt	14150	monster_name	N:name	Atlach-Nacha, the Spider God		N:809:Atlach-Nacha, the Spider God
EDIT_05674	lib/edit/r_info.txt	14169	description	D	"...there was a kind of face on the squat ebon body, low down amid		D:"...there was a kind of face on the squat ebon body, low down amid
EDIT_05675	lib/edit/r_info.txt	14170	description	D	the several-jointed legs. The face peered up with a weird expression		D:the several-jointed legs. The face peered up with a weird expression
EDIT_05676	lib/edit/r_info.txt	14171	description	D	of doubt and inquiry..."		D:of doubt and inquiry..."
EDIT_05677	lib/edit/r_info.txt	14173	monster_name	N:name	Y'golonac		N:810:Y'golonac
EDIT_05678	lib/edit/r_info.txt	14193	description	D	"He saw why the shadow on the frosted pane yesterday had been		D:"He saw why the shadow on the frosted pane yesterday had been
EDIT_05679	lib/edit/r_info.txt	14194	description	D	headless and he screamed... but before he could scream out his		D:headless and he screamed... but before he could scream out his
EDIT_05680	lib/edit/r_info.txt	14195	description	D	protest his breath was cut off, as the hands descended on his		D:protest his breath was cut off, as the hands descended on his
EDIT_05681	lib/edit/r_info.txt	14196	description	D	face and the wet red mouths opened in their palms."		D:face and the wet red mouths opened in their palms."
EDIT_05682	lib/edit/r_info.txt	14198	monster_name	N:name	Aether hound		N:811:Aether hound
EDIT_05683	lib/edit/r_info.txt	14224	description	D	A shifting, swirling form. It seems to be all colours and sizes and		D:A shifting, swirling form. It seems to be all colours and sizes and
EDIT_05684	lib/edit/r_info.txt	14225	description	D	shapes, though the dominant form is that of a huge dog. You feel very		D:shapes, though the dominant form is that of a huge dog. You feel very
EDIT_05685	lib/edit/r_info.txt	14226	description	D	uncertain all of a sudden.		D:uncertain all of a sudden.
EDIT_05686	lib/edit/r_info.txt	14228	monster_name	N:name	Warp demon		N:812:Warp demon
EDIT_05687	lib/edit/r_info.txt	14244	description	D	A huge demon who guards the cross-dimensional gateways.		D:A huge demon who guards the cross-dimensional gateways.
EDIT_05688	lib/edit/r_info.txt	14246	monster_name	N:name	Eric the Usurper		N:813:Eric the Usurper
EDIT_05689	lib/edit/r_info.txt	14264	description	D	When Oberon disappeared, Eric seized the opportunity and claimed		D:When Oberon disappeared, Eric seized the opportunity and claimed
EDIT_05690	lib/edit/r_info.txt	14265	description	D	the throne, eliminating those who would have opposed him. "Handsome by		D:the throne, eliminating those who would have opposed him. "Handsome by
EDIT_05691	lib/edit/r_info.txt	14266	description	D	anyone's standards, his hair was so dark, as to be almost blue. His beard		D:anyone's standards, his hair was so dark, as to be almost blue. His beard
EDIT_05692	lib/edit/r_info.txt	14267	description	D	curled around the mouth that always smiled, and he was dressed simply in a		D:curled around the mouth that always smiled, and he was dressed simply in a
EDIT_05693	lib/edit/r_info.txt	14268	description	D	leather jacket and leggings, a plain cloak, high black boots, and he wore		D:leather jacket and leggings, a plain cloak, high black boots, and he wore
EDIT_05694	lib/edit/r_info.txt	14269	description	D	a red sword belt bearing a long silvery saber and clasped with a ruby,		D:a red sword belt bearing a long silvery saber and clasped with a ruby,
EDIT_05695	lib/edit/r_info.txt	14270	description	D	and his high cloak, collar round his head was lined with red and the		D:and his high cloak, collar round his head was lined with red and the
EDIT_05696	lib/edit/r_info.txt	14271	description	D	trimmings of his sleeves matched it. His hands, thumbs hooked behind		D:trimmings of his sleeves matched it. His hands, thumbs hooked behind
EDIT_05697	lib/edit/r_info.txt	14272	description	D	his belt, were terribly strong and prominent. A pair of black gloves		D:his belt, were terribly strong and prominent. A pair of black gloves
EDIT_05698	lib/edit/r_info.txt	14273	description	D	jutted from his belt near his right tip."		D:jutted from his belt near his right tip."
EDIT_05699	lib/edit/r_info.txt	14276	monster_name	N:name	Yig, Father of Serpents		N:814:Yig, Father of Serpents
EDIT_05700	lib/edit/r_info.txt	14294	description	D	"The half-human father of serpents... the snake-god of the central		D:"The half-human father of serpents... the snake-god of the central
EDIT_05701	lib/edit/r_info.txt	14295	description	D	plains tribes -- presumably the primal source of the more		D:plains tribes -- presumably the primal source of the more
EDIT_05702	lib/edit/r_info.txt	14296	description	D	southerly Quetzalcoatl or Kukulcan -- was an odd, half-anthropomorphic		D:southerly Quetzalcoatl or Kukulcan -- was an odd, half-anthropomorphic
EDIT_05703	lib/edit/r_info.txt	14297	description	D	devil."		D:devil."
EDIT_05704	lib/edit/r_info.txt	14300	monster_name	N:name	Unmaker		N:815:Unmaker
EDIT_05705	lib/edit/r_info.txt	14320	description	D	Summoned from the Courts of Chaos, it is a mass of sentient Logrus,		D:Summoned from the Courts of Chaos, it is a mass of sentient Logrus,
EDIT_05706	lib/edit/r_info.txt	14321	description	D	spreading uncontrollably and destroying everything in its path.		D:spreading uncontrollably and destroying everything in its path.
EDIT_05707	lib/edit/r_info.txt	14323	monster_name	N:name	Cyberdemon		N:816:Cyberdemon
EDIT_05708	lib/edit/r_info.txt	14337	description	D	Reverberant metal steps announce the arrival of this huge creature,		D:Reverberant metal steps announce the arrival of this huge creature,
EDIT_05709	lib/edit/r_info.txt	14338	description	D	half demon half machine. It has an unsurpassable firepower.		D:half demon half machine. It has an unsurpassable firepower.
EDIT_05710	lib/edit/r_info.txt	14340	monster_name	N:name	Hela, Queen of the Dead		N:817:Hela, Queen of the Dead
EDIT_05711	lib/edit/r_info.txt	14359	description	D	The Norse ruler of Hel is a merciless queen, who ever hunts for more		D:The Norse ruler of Hel is a merciless queen, who ever hunts for more
EDIT_05712	lib/edit/r_info.txt	14360	description	D	souls to add to her collection of tortured spirits. She arrives in		D:souls to add to her collection of tortured spirits. She arrives in
EDIT_05713	lib/edit/r_info.txt	14361	description	D	an ominous green robe, a certain sign of impending doom, to claim		D:an ominous green robe, a certain sign of impending doom, to claim
EDIT_05714	lib/edit/r_info.txt	14362	description	D	as her own those who die an ignoble death.		D:as her own those who die an ignoble death.
EDIT_05715	lib/edit/r_info.txt	14364	monster_name	N:name	The Mouth of Sauron		N:818:The Mouth of Sauron
EDIT_05716	lib/edit/r_info.txt	14385	description	D	The Mouth of Sauron is a mighty spell caster. So old that even he cannot		D:The Mouth of Sauron is a mighty spell caster. So old that even he cannot
EDIT_05717	lib/edit/r_info.txt	14386	description	D	remember his own name, his power and evil are undeniable. He believes		D:remember his own name, his power and evil are undeniable. He believes
EDIT_05718	lib/edit/r_info.txt	14387	description	D	unshakably that he is unbeatable and laughs as he weaves his awesome		D:unshakably that he is unbeatable and laughs as he weaves his awesome
EDIT_05719	lib/edit/r_info.txt	14388	description	D	spells.		D:spells.
EDIT_05720	lib/edit/r_info.txt	14390	monster_name	N:name	Klingsor, Evil Master of Magic		N:819:Klingsor, Evil Master of Magic
EDIT_05721	lib/edit/r_info.txt	14413	description	D	Klingsor, whose hopeless effort to join the Knights of the Grail		D:Klingsor, whose hopeless effort to join the Knights of the Grail
EDIT_05722	lib/edit/r_info.txt	14414	description	D	was thwarted, turned to black magic and became a deadly necromancer.		D:was thwarted, turned to black magic and became a deadly necromancer.
EDIT_05723	lib/edit/r_info.txt	14416	monster_name	N:name	Corwin, Lord of Avalon		N:820:Corwin, Lord of Avalon
EDIT_05724	lib/edit/r_info.txt	14435	description	D	Corwin is one of the most feared and respected Amberites; his skill		D:Corwin is one of the most feared and respected Amberites; his skill
EDIT_05725	lib/edit/r_info.txt	14436	description	D	and cunning are well known. "Green eyes, black hair, dressed in black		D:and cunning are well known. "Green eyes, black hair, dressed in black
EDIT_05726	lib/edit/r_info.txt	14437	description	D	and silver, yes. (Corwin) had on a cloak and it was slightly furled		D:and silver, yes. (Corwin) had on a cloak and it was slightly furled
EDIT_05727	lib/edit/r_info.txt	14438	description	D	as by a wind. (He) had on black boots, like Eric's, and (he) too bore a		D:as by a wind. (He) had on black boots, like Eric's, and (he) too bore a
EDIT_05728	lib/edit/r_info.txt	14439	description	D	blade, only (his) was heavier, though not quite as long as (Eric's).		D:blade, only (his) was heavier, though not quite as long as (Eric's).
EDIT_05729	lib/edit/r_info.txt	14440	description	D	(He) had (his) gloves on and they were silver and scaled. The clasp		D:(He) had (his) gloves on and they were silver and scaled. The clasp
EDIT_05730	lib/edit/r_info.txt	14441	description	D	at (his) neck was cast in the form of a silver rose."		D:at (his) neck was cast in the form of a silver rose."
EDIT_05731	lib/edit/r_info.txt	14444	monster_name	N:name	The Emperor Quylthulg		N:821:The Emperor Quylthulg
EDIT_05732	lib/edit/r_info.txt	14461	description	D	A huge seething mass of flesh with a rudimentary intelligence, the Emperor		D:A huge seething mass of flesh with a rudimentary intelligence, the Emperor
EDIT_05733	lib/edit/r_info.txt	14462	description	D	Quylthulg changes colours in front of your eyes. Pulsating first one		D:Quylthulg changes colours in front of your eyes. Pulsating first one
EDIT_05734	lib/edit/r_info.txt	14463	description	D	colour then the next, it knows only it must bring help to protect itself.		D:colour then the next, it knows only it must bring help to protect itself.
EDIT_05735	lib/edit/r_info.txt	14465	monster_name	N:name	Qlzqqlzuup, the Lord of Flesh		N:822:Qlzqqlzuup, the Lord of Flesh
EDIT_05736	lib/edit/r_info.txt	14483	description	D	This disgusting creature squeals and snorts as it writhes on the floor.		D:This disgusting creature squeals and snorts as it writhes on the floor.
EDIT_05737	lib/edit/r_info.txt	14484	description	D	It pulsates with evil. Its intent is to overwhelm you with monster after		D:It pulsates with evil. Its intent is to overwhelm you with monster after
EDIT_05738	lib/edit/r_info.txt	14485	description	D	monster, until it can greedily dine on your remains.		D:monster, until it can greedily dine on your remains.
EDIT_05739	lib/edit/r_info.txt	14487	monster_name	N:name	Cthugha, the Living Flame		N:823:Cthugha, the Living Flame
EDIT_05740	lib/edit/r_info.txt	14505	description	D	"But even though we had shielded our eyes, it was impossible not		D:"But even though we had shielded our eyes, it was impossible not
EDIT_05741	lib/edit/r_info.txt	14506	description	D	to see the great amorphous shapes streaming skyward from the		D:to see the great amorphous shapes streaming skyward from the
EDIT_05742	lib/edit/r_info.txt	14507	description	D	accursed place, nor the equally great being hovering like a cloud		D:accursed place, nor the equally great being hovering like a cloud
EDIT_05743	lib/edit/r_info.txt	14508	description	D	of living fire above the trees."		D:of living fire above the trees."
EDIT_05744	lib/edit/r_info.txt	14510	monster_name	N:name	Benedict, the Ideal Warrior		N:824:Benedict, the Ideal Warrior
EDIT_05745	lib/edit/r_info.txt	14535	description	D	In the field of combat Benedict rules supreme: with but one hand		D:In the field of combat Benedict rules supreme: with but one hand
EDIT_05746	lib/edit/r_info.txt	14536	description	D	he was still superior to Corwin. "Benedict, tall and dour; thin of		D:he was still superior to Corwin. "Benedict, tall and dour; thin of
EDIT_05747	lib/edit/r_info.txt	14537	description	D	body, thin of face, wide of mind. He wore orange and yellow and brown		D:body, thin of face, wide of mind. He wore orange and yellow and brown
EDIT_05748	lib/edit/r_info.txt	14538	description	D	and reminded me of haystacks and pumpkins and scarecrows and the		D:and reminded me of haystacks and pumpkins and scarecrows and the
EDIT_05749	lib/edit/r_info.txt	14539	description	D	Legend of Sleepy Hollow. He had a long, strong jaw and hazel eyes and		D:Legend of Sleepy Hollow. He had a long, strong jaw and hazel eyes and
EDIT_05750	lib/edit/r_info.txt	14540	description	D	brown hair that never curled. He stood beside a tan horse and leaned		D:brown hair that never curled. He stood beside a tan horse and leaned
EDIT_05751	lib/edit/r_info.txt	14541	description	D	upon a lance about which was twined a rope of flowers. He seldom		D:upon a lance about which was twined a rope of flowers. He seldom
EDIT_05752	lib/edit/r_info.txt	14542	description	D	laughed."		D:laughed."
EDIT_05753	lib/edit/r_info.txt	14544	monster_name	N:name	The Witch-King of Angmar		N:825:The Witch-King of Angmar
EDIT_05754	lib/edit/r_info.txt	14566	description	D	The Chief of the Ringwraiths. A fell being of devastating power. His		D:The Chief of the Ringwraiths. A fell being of devastating power. His
EDIT_05755	lib/edit/r_info.txt	14567	description	D	spells are lethal and his combat blows crushingly hard. He moves at		D:spells are lethal and his combat blows crushingly hard. He moves at
EDIT_05756	lib/edit/r_info.txt	14568	description	D	speed, and commands legions of evil to do his bidding. It is said that he		D:speed, and commands legions of evil to do his bidding. It is said that he
EDIT_05757	lib/edit/r_info.txt	14569	description	D	is fated never to die by the hand of mortal man.		D:is fated never to die by the hand of mortal man.
EDIT_05758	lib/edit/r_info.txt	14571	monster_name	N:name	Cyaegha		N:826:Cyaegha
EDIT_05759	lib/edit/r_info.txt	14592	description	D	"...it was a gigantic eye staring down at them. Around the eye,		D:"...it was a gigantic eye staring down at them. Around the eye,
EDIT_05760	lib/edit/r_info.txt	14593	description	D	the sky split; deep clefts opened through which the darkness		D:the sky split; deep clefts opened through which the darkness
EDIT_05761	lib/edit/r_info.txt	14594	description	D	began to ooze, a darkness blacker than the night, which crawled		D:began to ooze, a darkness blacker than the night, which crawled
EDIT_05762	lib/edit/r_info.txt	14595	description	D	down as a set of slimy tentacles, taking on more form, more		D:down as a set of slimy tentacles, taking on more form, more
EDIT_05763	lib/edit/r_info.txt	14596	description	D	definite shape... something was standing, outlined against		D:definite shape... something was standing, outlined against
EDIT_05764	lib/edit/r_info.txt	14597	description	D	the black sky, something which had tentacles of darkness		D:the black sky, something which had tentacles of darkness
EDIT_05765	lib/edit/r_info.txt	14598	description	D	and a green-glowing eye."		D:and a green-glowing eye."
EDIT_05766	lib/edit/r_info.txt	14600	monster_name	N:name	Pazuzu, Lord of Air		N:827:Pazuzu, Lord of Air
EDIT_05767	lib/edit/r_info.txt	14620	description	D	A winged humanoid from the Planes of Hell, Pazuzu grins inhumanely at you		D:A winged humanoid from the Planes of Hell, Pazuzu grins inhumanely at you
EDIT_05768	lib/edit/r_info.txt	14621	description	D	as he decides your fate.		D:as he decides your fate.
EDIT_05769	lib/edit/r_info.txt	14623	monster_name	N:name	Ithaqua the Windwalker		N:828:Ithaqua the Windwalker
EDIT_05770	lib/edit/r_info.txt	14643	description	D	The Wendigo, moving so fast that you can see little except two		D:The Wendigo, moving so fast that you can see little except two
EDIT_05771	lib/edit/r_info.txt	14644	description	D	glowing eyes burning with hatred. "The stars had been blotted out...		D:glowing eyes burning with hatred. "The stars had been blotted out...
EDIT_05772	lib/edit/r_info.txt	14645	description	D	the great cloud which had obscured the the sky looked curiously		D:the great cloud which had obscured the the sky looked curiously
EDIT_05773	lib/edit/r_info.txt	14646	description	D	like the outline of a great man. And... where the top of		D:like the outline of a great man. And... where the top of
EDIT_05774	lib/edit/r_info.txt	14647	description	D	the cloud must have been, where the head of the thing should have		D:the cloud must have been, where the head of the thing should have
EDIT_05775	lib/edit/r_info.txt	14648	description	D	been, there were two gleaming stars, burning bright -- like eyes!"		D:been, there were two gleaming stars, burning bright -- like eyes!"
EDIT_05776	lib/edit/r_info.txt	14650	monster_name	N:name	Hell hound of Julian		N:829:Hell hound of Julian
EDIT_05777	lib/edit/r_info.txt	14666	description	D	It is a giant dog that glows with heat. Flames pour from its nostrils.		D:It is a giant dog that glows with heat. Flames pour from its nostrils.
EDIT_05778	lib/edit/r_info.txt	14668	monster_name	N:name	Cantoras, the Skeletal Lord		N:830:Cantoras, the Skeletal Lord
EDIT_05779	lib/edit/r_info.txt	14690	description	D	A legion of evil undead druj animating the skeleton of a once mighty		D:A legion of evil undead druj animating the skeleton of a once mighty
EDIT_05780	lib/edit/r_info.txt	14691	description	D	sorcerer. His power is devastating and his speed unmatched in the		D:sorcerer. His power is devastating and his speed unmatched in the
EDIT_05781	lib/edit/r_info.txt	14692	description	D	underworld. Flee his wrath!		D:underworld. Flee his wrath!
EDIT_05782	lib/edit/r_info.txt	14694	monster_name	N:name	Mephistopheles, Lord of Hell		N:831:Mephistopheles, Lord of Hell
EDIT_05783	lib/edit/r_info.txt	14715	description	D	A duke of hell, in the flesh.		D:A duke of hell, in the flesh.
EDIT_05784	lib/edit/r_info.txt	14717	monster_name	N:name	Godzilla		N:832:Godzilla
EDIT_05785	lib/edit/r_info.txt	14735	description	D	Godzilla rose from the contaminated sea.		D:Godzilla rose from the contaminated sea.
EDIT_05786	lib/edit/r_info.txt	14736	description	D	Fear its anger, for its devastation is unmatched!		D:Fear its anger, for its devastation is unmatched!
EDIT_05787	lib/edit/r_info.txt	14738	monster_name	N:name	Abhoth, Source of Uncleanness		N:833:Abhoth, Source of Uncleanness
EDIT_05788	lib/edit/r_info.txt	14760	description	D	"...in the pool [there was] a grayish, horrid mass that nearly choked		D:"...in the pool [there was] a grayish, horrid mass that nearly choked
EDIT_05789	lib/edit/r_info.txt	14761	description	D	it from rim to rim. Here, it seemed, was the ultimate source of all		D:it from rim to rim. Here, it seemed, was the ultimate source of all
EDIT_05790	lib/edit/r_info.txt	14762	description	D	miscreation and abomination. For the gray mass quobbed and quivered,		D:miscreation and abomination. For the gray mass quobbed and quivered,
EDIT_05791	lib/edit/r_info.txt	14763	description	D	and swelled perpetually; and from it, in manifold fission, were		D:and swelled perpetually; and from it, in manifold fission, were
EDIT_05792	lib/edit/r_info.txt	14764	description	D	spawned the anatomies that crept away on every side through the		D:spawned the anatomies that crept away on every side through the
EDIT_05793	lib/edit/r_info.txt	14765	description	D	grotto."		D:grotto."
EDIT_05794	lib/edit/r_info.txt	14767	monster_name	N:name	Ymir the Ice Giant		N:834:Ymir the Ice Giant
EDIT_05795	lib/edit/r_info.txt	14786	description	D	Ymir is one of the oldest beings there are. He looks like a giant		D:Ymir is one of the oldest beings there are. He looks like a giant
EDIT_05796	lib/edit/r_info.txt	14787	description	D	humanoid made of ice.		D:humanoid made of ice.
EDIT_05797	lib/edit/r_info.txt	14789	monster_name	N:name	Loki the Trickster		N:835:Loki the Trickster
EDIT_05798	lib/edit/r_info.txt	14810	description	D	Loki, the god of mischief, is a nasty person. He will use every		D:Loki, the god of mischief, is a nasty person. He will use every
EDIT_05799	lib/edit/r_info.txt	14811	description	D	dirty trick in the book, and then some. In the end, his half-giant		D:dirty trick in the book, and then some. In the end, his half-giant
EDIT_05800	lib/edit/r_info.txt	14812	description	D	heritage is bound to show, as he will defect to the side of the		D:heritage is bound to show, as he will defect to the side of the
EDIT_05801	lib/edit/r_info.txt	14813	description	D	giants and fight against the other gods of Asgard.		D:giants and fight against the other gods of Asgard.
EDIT_05802	lib/edit/r_info.txt	14815	monster_name	N:name	Star-spawn of Cthulhu		N:836:Star-spawn of Cthulhu
EDIT_05803	lib/edit/r_info.txt	14834	description	D	The last remnants of sanity threaten to leave your brain as you		D:The last remnants of sanity threaten to leave your brain as you
EDIT_05804	lib/edit/r_info.txt	14835	description	D	behold this titanic bat-winged, octopus-headed unholy abomination.		D:behold this titanic bat-winged, octopus-headed unholy abomination.
EDIT_05805	lib/edit/r_info.txt	14836	description	D	"They all lay in stone houses in their great city of R'lyeh,		D:"They all lay in stone houses in their great city of R'lyeh,
EDIT_05806	lib/edit/r_info.txt	14837	description	D	preserved by the spells of mighty Cthulhu for a glorious		D:preserved by the spells of mighty Cthulhu for a glorious
EDIT_05807	lib/edit/r_info.txt	14838	description	D	resurrection when the stars and the earth might once more		D:resurrection when the stars and the earth might once more
EDIT_05808	lib/edit/r_info.txt	14839	description	D	be ready..."		D:be ready..."
EDIT_05809	lib/edit/r_info.txt	14841	monster_name	N:name	Surtur the Giant Fire Demon		N:837:Surtur the Giant Fire Demon
EDIT_05810	lib/edit/r_info.txt	14859	description	D	Surtur is also one of the most ancient of all creatures. He is a demonic		D:Surtur is also one of the most ancient of all creatures. He is a demonic
EDIT_05811	lib/edit/r_info.txt	14860	description	D	giant of fire, who is destined to set the nine worlds afire with his		D:giant of fire, who is destined to set the nine worlds afire with his
EDIT_05812	lib/edit/r_info.txt	14861	description	D	accursed sword of doom on the day of Ragnarok.		D:accursed sword of doom on the day of Ragnarok.
EDIT_05813	lib/edit/r_info.txt	14863	monster_name	N:name	The Tarrasque		N:838:The Tarrasque
EDIT_05814	lib/edit/r_info.txt	14882	description	D	The Tarrasque is a massive reptile of legend, rumoured to be unkillable		D:The Tarrasque is a massive reptile of legend, rumoured to be unkillable
EDIT_05815	lib/edit/r_info.txt	14883	description	D	and immune to magic. Fear its anger, for its devastation is unmatched!		D:and immune to magic. Fear its anger, for its devastation is unmatched!
EDIT_05816	lib/edit/r_info.txt	14885	monster_name	N:name	Lungorthin, the Balrog of White Fire		N:839:Lungorthin, the Balrog of White Fire
EDIT_05817	lib/edit/r_info.txt	14906	description	D	A massive form cloaked in flame. Lungorthin stares balefully at you with		D:A massive form cloaked in flame. Lungorthin stares balefully at you with
EDIT_05818	lib/edit/r_info.txt	14907	description	D	eyes that smoulder red. The dungeon floor where he stands is scorched by		D:eyes that smoulder red. The dungeon floor where he stands is scorched by
EDIT_05819	lib/edit/r_info.txt	14908	description	D	the heat of his body.		D:the heat of his body.
EDIT_05820	lib/edit/r_info.txt	14910	monster_name	N:name	Draugluin, Sire of All Werewolves		N:840:Draugluin, Sire of All Werewolves
EDIT_05821	lib/edit/r_info.txt	14929	description	D	Draugluin provides Sauron with a fearsome personal guard. He is an		D:Draugluin provides Sauron with a fearsome personal guard. He is an
EDIT_05822	lib/edit/r_info.txt	14930	description	D	enormous wolf inhabited with a human spirit. He is chief of all his kind.		D:enormous wolf inhabited with a human spirit. He is chief of all his kind.
EDIT_05823	lib/edit/r_info.txt	14932	monster_name	N:name	Shuma-Gorath		N:841:Shuma-Gorath
EDIT_05824	lib/edit/r_info.txt	14954	description	D	Shuma-Gorath is one of the immortal lords of chaos. The true form of		D:Shuma-Gorath is one of the immortal lords of chaos. The true form of
EDIT_05825	lib/edit/r_info.txt	14955	description	D	this blasphemous horror is a huge, all-seeing eye surrounded by tentacles.		D:this blasphemous horror is a huge, all-seeing eye surrounded by tentacles.
EDIT_05826	lib/edit/r_info.txt	14957	monster_name	N:name	Tulzscha, the Green Flame		N:842:Tulzscha, the Green Flame
EDIT_05827	lib/edit/r_info.txt	14974	description	D	"A belching column of sick greenish flame... spouting volcanically		D:"A belching column of sick greenish flame... spouting volcanically
EDIT_05828	lib/edit/r_info.txt	14975	description	D	from the depths profound and inconceivable, casting no shadows as		D:from the depths profound and inconceivable, casting no shadows as
EDIT_05829	lib/edit/r_info.txt	14976	description	D	healthy flame should, and coating the nitrous stone with a nasty,		D:healthy flame should, and coating the nitrous stone with a nasty,
EDIT_05830	lib/edit/r_info.txt	14977	description	D	venomous verdigris. For all that seething combustion no warmth		D:venomous verdigris. For all that seething combustion no warmth
EDIT_05831	lib/edit/r_info.txt	14978	description	D	lay, but only the clamminess of death and corruption."		D:lay, but only the clamminess of death and corruption."
