Missing file rows: 0
NO_MATCH SRC_13665 src/quest.c:2045:28 "Unrecognized command: <color:R>%c</color>. Press <color:keypress>?</color> for help."
NO_MATCH SRC_13666 src/quest.c:2051:28 "Unrecognized command: <color:R>^%c</color>. Press <color:keypress>?</color> for help."
NO_MATCH SRC_13667 src/quest.c:2071:29 "Untaken"
NO_MATCH SRC_13668 src/quest.c:2072:27 "Taken"
NO_MATCH SRC_13669 src/quest.c:2073:33 "In Progress"
NO_MATCH SRC_13670 src/quest.c:2074:31 "Completed"
NO_MATCH SRC_13671 src/quest.c:2075:30 "Finished"
NO_MATCH SRC_13672 src/quest.c:2076:28 "Failed"
NO_MATCH SRC_13673 src/quest.c:2077:33 "FailedDone"
NO_MATCH SRC_13674 src/quest.c:2107:21 "<color:U>%-40.40s %-10.10s Lvl</color>\n"
NO_MATCH SRC_13675 src/quest.c:2107:68 "Quest"
NO_MATCH SRC_13676 src/quest.c:2107:77 "Status"
NO_MATCH SRC_13678 src/quest.c:2143:29 "<color:B>(Page %d of %d)</color>\n"
NO_MATCH SRC_13680 src/quest.c:2157:21 "<color:keypress>Esc</color> to exit.</style>"
NO_MATCH SRC_13681 src/quest.c:2172:26 "<color:y>View which quest map <color:w>(<color:keypress>Esc</color> to cancel)</color>?</color>"
NO_MATCH SRC_13682 src/quest.c:2183:28 "The <color:R>%s</color> quest has no map."
NO_MATCH SRC_13683 src/quest.c:2189:28 "Unable to load the <color:R>%s</color> quest map."
NO_MATCH SRC_13684 src/quest.c:2298:20 "<color:y>Change status to <color:B>%s</color> for which quest <color:w>(<color:keypress>Esc</color> to cancel)</color>?</color>"
NO_MATCH SRC_13685 src/quest.c:2323:26 "<color:y>View which quest reward <color:w>(<color:keypress>Esc</color> when done)</color>?</color>"
NO_MATCH SRC_13686 src/quest.c:2358:32 "<color:R>%s</color> has no reward."
NO_MATCH SRC_13687 src/quest.c:2364:32 "<color:R>%s</color> gives %s."
NO_MATCH SRC_13688 src/quest.c:2390:26 "<color:y>Analyze which quest file <color:w>(<color:keypress>Esc</color> to cancel)</color>?</color>"
NO_MATCH SRC_13689 src/quest.c:2400:28 "<color:R>%s</color> has no quest file."
NO_MATCH SRC_13706 src/r_angel.c:204:42 "Archangel"
NO_MATCH SRC_13707 src/r_angel.c:204:55 "Cherub"
NO_MATCH SRC_13708 src/r_angel.c:204:65 "Seraph"
NO_MATCH SRC_13709 src/r_angel.c:204:75 "Archon"
NO_MATCH SRC_13710 src/r_angel.c:204:85 "Planetar"
NO_MATCH SRC_13711 src/r_angel.c:204:97 "Solar"
NO_MATCH SRC_13731 src/r_centip.c:194:58 "Metallic green centipede"
NO_MATCH SRC_13733 src/r_centip.c:195:60 "Metallic red centipede"
NO_MATCH SRC_13735 src/r_centip.c:196:58 "The Multi-hued Centipede"
NO_MATCH SRC_13752 src/r_demon.c:313:58 "Fleshhound of Khorne"
NO_MATCH SRC_13753 src/r_demon.c:313:82 "Juggernaut of Khorne"
NO_MATCH SRC_13754 src/r_demon.c:313:106 "Bloodthirster"
NO_MATCH SRC_13764 src/r_demon.c:566:42 "Quasit"
NO_MATCH SRC_13765 src/r_demon.c:566:52 "Bodak"
NO_MATCH SRC_13766 src/r_demon.c:566:61 "Death Quasit"
NO_MATCH SRC_13767 src/r_demon.c:566:77 "Marilith"
NO_MATCH SRC_13772 src/r_demon.c:727:50 "Greater Balrog"
NO_MATCH SRC_13779 src/r_demon.c:884:74 "The ground trembles!"
NO_MATCH SRC_13820 src/r_dragon.c:438:28 "Attack"
NO_MATCH SRC_13821 src/r_dragon.c:439:9 "Attack dragons seek melee supremacy above all else. This realm offers powerful attack spells to support a race that is already among the melee elite, and the result tends to be devastation and death. With this realm, the dragon may rend their opponents with extra sharp claws, may snatch an adjacent opponent in their powerful jaws and then toss them about like a rag doll, and may even augment their bite attacks with their breath element! A rampaging dragon is a truly awe-inspiring sight, one that is seldom witnessed, or perhaps just seldom survived. This focus values strength above all else."
NO_MATCH SRC_13822 src/r_dragon.c:449:27 "Craft"
NO_MATCH SRC_13824 src/r_dragon.c:457:27 "Armor"
NO_MATCH SRC_13826 src/r_dragon.c:468:32 "Domination"
NO_MATCH SRC_13828 src/r_dragon.c:480:29 "Crusade"
NO_MATCH SRC_13829 src/r_dragon.c:481:9 "Crusade dragons are on a mission to destroy the forces of evil. As such, this realm is only available to Gold Dragons and Law Dragons. Being of a single focus, the Crusade dragon is not as powerful in melee or breaths as other dragons, but their spells more than make up for this deficit, at least against evil opponents. Crusade dragons can breathe holy elements not normally accessible. At the sight of evil, they become enraged and may haste for battle. They can even heal a bit; and ultimately they may smite the forces of evil with holy power, both in melee and in breath. Strong in personality, dragons of this order may summon like-minded kin for the final battles."
NO_MATCH SRC_13830 src/r_dragon.c:492:27 "Death"
NO_MATCH SRC_13832 src/r_dragon.c:519:25 "dragon spell"
NO_MATCH SRC_13833 src/r_dragon.c:551:29 "Bolt"
NO_MATCH SRC_13834 src/r_dragon.c:554:36 "Breathes a bolt of %s at your opponent. This is quicker, though less deadly, as you become more powerful."
NO_MATCH SRC_13835 src/r_dragon.c:572:24 "You breathe %s."
NO_MATCH SRC_13836 src/r_dragon.c:592:29 "Beam"
NO_MATCH SRC_13837 src/r_dragon.c:595:36 "Breathes a beam of %s at your opponent. This is quicker as you become more powerful."
NO_MATCH SRC_13838 src/r_dragon.c:613:24 "You breathe %s."
NO_MATCH SRC_13839 src/r_dragon.c:633:29 "Cone"
NO_MATCH SRC_13840 src/r_dragon.c:636:36 "Breathes a cone of %s at your opponent. This is quicker as you become more powerful."
NO_MATCH SRC_13841 src/r_dragon.c:654:24 "You breathe %s."
NO_MATCH SRC_13842 src/r_dragon.c:674:29 "Split Beam"
NO_MATCH SRC_13843 src/r_dragon.c:677:36 "You breathe a beam of %s a two chosen targets, albeit with reduced damage."
NO_MATCH SRC_13844 src/r_dragon.c:695:24 "You breathe %s."
NO_MATCH SRC_13845 src/r_dragon.c:718:29 "Retreating Breath"
NO_MATCH SRC_13846 src/r_dragon.c:721:36 "Breathes %s at your opponent and then take a movement."
NO_MATCH SRC_13847 src/r_dragon.c:739:24 "You breathe %s."
NO_MATCH SRC_13848 src/r_dragon.c:769:29 "Deadly Breath"
NO_MATCH SRC_13849 src/r_dragon.c:772:36 "Breathes %s powerfully at your opponent."
NO_MATCH SRC_13850 src/r_dragon.c:790:24 "You breathe %s."
NO_MATCH SRC_13851 src/r_dragon.c:807:29 "Star Ball"
NO_MATCH SRC_13852 src/r_dragon.c:810:29 "Unleash your breath uncontrollably and at random, though with devastating effect."
NO_MATCH SRC_13853 src/r_dragon.c:864:29 "Detect Magic"
NO_MATCH SRC_13854 src/r_dragon.c:867:29 "Locate nearby magical objects."
NO_MATCH SRC_13855 src/r_dragon.c:884:18 "Use what artifact for reforging (Max Power = %d)?"
NO_MATCH SRC_13856 src/r_dragon.c:886:20 "You have no artifacts to reforge."
NO_MATCH SRC_13857 src/r_dragon.c:901:18 "Reforge which object (Max Power = %d)?"
NO_MATCH SRC_13858 src/r_dragon.c:903:20 "You have nothing to reforge."
NO_MATCH SRC_13859 src/r_dragon.c:920:29 "Reforging"
NO_MATCH SRC_13860 src/r_dragon.c:923:29 "Reforge a chosen artifact."
NO_MATCH SRC_13861 src/r_dragon.c:939:23 "You must choose an artifact for reforging."
NO_MATCH SRC_13862 src/r_dragon.c:944:23 "You are not powerful enough to reforge that item."
NO_MATCH SRC_13863 src/r_dragon.c:955:31 "Really use %s? (It will be destroyed!)"
NO_MATCH SRC_13864 src/r_dragon.c:963:23 "Don't be greedy! You may only reforge a single object."
NO_MATCH SRC_13865 src/r_dragon.c:969:23 "This item is already an artifact!"
NO_MATCH SRC_13866 src/r_dragon.c:975:23 "This item is already an ego item!"
NO_MATCH SRC_13867 src/r_dragon.c:981:23 "You may only create items you can actually use."
NO_MATCH SRC_13868 src/r_dragon.c:987:23 "This item is too powerful for the source artifact you have chosen."
NO_MATCH SRC_13869 src/r_dragon.c:993:23 "The reforging failed!"
NO_MATCH SRC_13870 src/r_dragon.c:1038:29 "Dragon's Roar"
NO_MATCH SRC_13871 src/r_dragon.c:1041:29 "You will roar out mightily, alerting all nearby monsters of your presence."
NO_MATCH SRC_13872 src/r_dragon.c:1044:19 "You roar out!"
NO_MATCH SRC_13873 src/r_dragon.c:1060:29 "Rend"
NO_MATCH SRC_13874 src/r_dragon.c:1063:29 "Attack an adjacent opponent with cutting blows."
NO_MATCH SRC_13875 src/r_dragon.c:1099:29 "Rage"
NO_MATCH SRC_13876 src/r_dragon.c:1112:29 "3-Way Attack"
NO_MATCH SRC_13877 src/r_dragon.c:1115:29 "Attack in chosen direction, and to either side of chosen direction, in a single action."
NO_MATCH SRC_13878 src/r_dragon.c:1138:23 "You attack the empty air."
NO_MATCH SRC_13879 src/r_dragon.c:1144:23 "You attack the empty air."
NO_MATCH SRC_13880 src/r_dragon.c:1150:23 "You attack the empty air."
NO_MATCH SRC_13881 src/r_dragon.c:1165:29 "Deadly Bite"
NO_MATCH SRC_13882 src/r_dragon.c:1168:29 "Attack an adjacent opponent as usual, but augment your bite attacks with your breath element."
NO_MATCH SRC_13883 src/r_dragon.c:1201:29 "Snatch"
NO_MATCH SRC_13884 src/r_dragon.c:1204:29 "Attempt to snatch an adjacent opponent in your jaws. If successful, you may toss the monster away from you."
NO_MATCH SRC_13885 src/r_dragon.c:1224:29 "Charge"
NO_MATCH SRC_13886 src/r_dragon.c:1227:29 "Charge a nearby monster and attack in a single action."
NO_MATCH SRC_13887 src/r_dragon.c:1243:29 "Rapid Strike"
NO_MATCH SRC_13888 src/r_dragon.c:1246:29 "Attack an adjacent opponent with extra blows."
NO_MATCH SRC_13889 src/r_dragon.c:1282:29 "Power Strike"
NO_MATCH SRC_13890 src/r_dragon.c:1285:29 "Attack an adjacent opponent with more powerful blows."
NO_MATCH SRC_13891 src/r_dragon.c:1337:29 "Shard Skin"
NO_MATCH SRC_13892 src/r_dragon.c:1340:29 "Temporarily gain an aura of shards which damages any monsters that strike you."
NO_MATCH SRC_13893 src/r_dragon.c:1357:29 "Dragon Cloak"
NO_MATCH SRC_13894 src/r_dragon.c:1360:29 "Temporarily gain protective elemental auras for a bit."
NO_MATCH SRC_13895 src/r_dragon.c:1377:29 "Magic Resistance"
NO_MATCH SRC_13896 src/r_dragon.c:1380:29 "Temporarily gain enhanced resistance to magic."
NO_MATCH SRC_13897 src/r_dragon.c:1420:24 "You breathe %s."
NO_MATCH SRC_13898 src/r_dragon.c:1438:29 "Breathe Retribution"
NO_MATCH SRC_13899 src/r_dragon.c:1441:29 "Breathes lightning at chosen target."
NO_MATCH SRC_13900 src/r_dragon.c:1454:29 "Breathe Light"
NO_MATCH SRC_13901 src/r_dragon.c:1457:29 "Breathes light at chosen target."
NO_MATCH SRC_13902 src/r_dragon.c:1470:29 "Healing"
NO_MATCH SRC_13903 src/r_dragon.c:1473:29 "Powerful healing magic: heals hitpoints, cuts and stun."
NO_MATCH SRC_13904 src/r_dragon.c:1495:29 "Breathe Holiness"
NO_MATCH SRC_13905 src/r_dragon.c:1498:29 "Breathes holy fire at chosen target. This hurts evil monsters greatly, but non-evil monsters resist."
NO_MATCH SRC_13906 src/r_dragon.c:1511:29 "Smite Evil"
NO_MATCH SRC_13907 src/r_dragon.c:1514:29 "Attack an adjacent evil opponent with holy fury!"
NO_MATCH SRC_13908 src/r_dragon.c:1552:29 "Breathe Poison"
NO_MATCH SRC_13909 src/r_dragon.c:1555:29 "Breathes poison at chosen target."
NO_MATCH SRC_13910 src/r_dragon.c:1568:29 "Breathe Fear"
NO_MATCH SRC_13911 src/r_dragon.c:1571:29 "Breathes fear at chosen target."
NO_MATCH SRC_13912 src/r_dragon.c:1584:29 "Breathe Darkness"
NO_MATCH SRC_13913 src/r_dragon.c:1587:29 "Breathes darkness at chosen target."
NO_MATCH SRC_13914 src/r_dragon.c:1600:29 "Breathe Nether"
NO_MATCH SRC_13915 src/r_dragon.c:1603:29 "Breathes nether at chosen target."
NO_MATCH SRC_13916 src/r_dragon.c:1616:29 "Breathe Reanimation"
NO_MATCH SRC_13917 src/r_dragon.c:1619:29 "Breathes reanimation. Any corpses or skeletons hit by this breath may come back to life to serve you."
NO_MATCH SRC_13918 src/r_dragon.c:1637:29 "Breathe Vampirism"
NO_MATCH SRC_13919 src/r_dragon.c:1640:29 "Breathes vampirism. Any living creatures hit by this breath have their life energies stolen to regain your hitpoints."
NO_MATCH SRC_13920 src/r_dragon.c:1661:29 "Breathe Unholiness"
NO_MATCH SRC_13921 src/r_dragon.c:1664:29 "Breathes hell fire at chosen target."
NO_MATCH SRC_13922 src/r_dragon.c:1680:23 "You breathe hell fire."
NO_MATCH SRC_13923 src/r_dragon.c:1698:29 "Breathe Genocide"
NO_MATCH SRC_13924 src/r_dragon.c:1701:29 "Breathes genocide. Any monsters hit by this breath may be removed from the level, but you take damage for each monster so removed."
NO_MATCH SRC_13925 src/r_dragon.c:1734:29 "Frightful Presence"
NO_MATCH SRC_13926 src/r_dragon.c:1747:29 "Detect Minions"
NO_MATCH SRC_13927 src/r_dragon.c:1760:29 "Baffling Presence"
NO_MATCH SRC_13928 src/r_dragon.c:1773:29 "Enslave"
NO_MATCH SRC_13929 src/r_dragon.c:1776:29 "Attempt to force a single monster to serve you."
NO_MATCH SRC_13930 src/r_dragon.c:1811:29 "Breathe Subjugation"
NO_MATCH SRC_13931 src/r_dragon.c:1814:29 "Breathes dominance at chosen target. Affected monsters may be forced to serve you or may be stunned or terrified by your awesome presence."
NO_MATCH SRC_13932 src/r_dragon.c:1830:23 "You breathe subjugation."
NO_MATCH SRC_13933 src/r_dragon.c:1848:29 "Aura of Domination"
NO_MATCH SRC_13934 src/r_dragon.c:1851:29 "Temporarily gain an aura of domination which attempts to enslave, terrify or stun any monster that strikes you."
NO_MATCH SRC_13935 src/r_dragon.c:1871:29 "Banish Summons"
NO_MATCH SRC_13936 src/r_dragon.c:1874:29 "All enemy summons in view are returned to where they came."
NO_MATCH SRC_13937 src/r_dragon.c:1879:19 "You shatter all oaths of allegiance!"
NO_MATCH SRC_13938 src/r_dragon.c:2095:29 "Reach"
NO_MATCH SRC_13939 src/r_dragon.c:2098:29 "Reach out and bite a distant monster."
NO_MATCH SRC_13940 src/r_dragon.c:2126:29 "Tail Sweep"
NO_MATCH SRC_13941 src/r_dragon.c:2129:29 "Sweep your tail in a semicircle clockwise from chosen direction. Monsters, if hit, may be flung back a square or two."
NO_MATCH SRC_13943 src/r_dragon.c:2146:22 "Tail"
NO_MATCH SRC_13944 src/r_dragon.c:2167:29 "Wing Storm"
NO_MATCH SRC_13945 src/r_dragon.c:2170:29 "This talent uses your wings to create massive wind gusts. Nearby foes are damaged, stunned, and blown about."
NO_MATCH SRC_13946 src/r_dragon.c:2173:19 "You bring your wings down powerfully!"
NO_MATCH SRC_13947 src/r_dragon.c:2211:8 "Baby Red Dragon"
NO_MATCH SRC_13948 src/r_dragon.c:2211:27 "Young Red Dragon"
NO_MATCH SRC_13949 src/r_dragon.c:2211:47 "Mature Red Dragon"
NO_MATCH SRC_13950 src/r_dragon.c:2211:68 "Ancient Red Dragon"
NO_MATCH SRC_13951 src/r_dragon.c:2211:90 "Great Hell Wyrm"
NO_MATCH SRC_13952 src/r_dragon.c:2212:17 "Red Dragon"
NO_MATCH SRC_13954 src/r_dragon.c:2219:8 "Baby White Dragon"
NO_MATCH SRC_13955 src/r_dragon.c:2219:29 "Young White Dragon"
NO_MATCH SRC_13956 src/r_dragon.c:2219:51 "Mature White Dragon"
NO_MATCH SRC_13957 src/r_dragon.c:2219:74 "Ancient White Dragon"
NO_MATCH SRC_13958 src/r_dragon.c:2219:98 "Great Ice Wyrm"
NO_MATCH SRC_13959 src/r_dragon.c:2220:17 "White Dragon"
NO_MATCH SRC_13961 src/r_dragon.c:2226:8 "Baby Blue Dragon"
NO_MATCH SRC_13962 src/r_dragon.c:2226:28 "Young Blue Dragon"
NO_MATCH SRC_13963 src/r_dragon.c:2226:49 "Mature Blue Dragon"
NO_MATCH SRC_13964 src/r_dragon.c:2226:71 "Ancient Blue Dragon"
NO_MATCH SRC_13965 src/r_dragon.c:2226:94 "Great Storm Wyrm"
NO_MATCH SRC_13966 src/r_dragon.c:2227:17 "Blue Dragon"
NO_MATCH SRC_13968 src/r_dragon.c:2233:8 "Baby Black Dragon"
NO_MATCH SRC_13969 src/r_dragon.c:2233:29 "Young Black Dragon"
NO_MATCH SRC_13970 src/r_dragon.c:2233:51 "Mature Black Dragon"
NO_MATCH SRC_13971 src/r_dragon.c:2233:74 "Ancient Black Dragon"
NO_MATCH SRC_13972 src/r_dragon.c:2233:98 "Great Bile Wyrm"
NO_MATCH SRC_13973 src/r_dragon.c:2234:17 "Black Dragon"
NO_MATCH SRC_13975 src/r_dragon.c:2240:8 "Baby Green Dragon"
NO_MATCH SRC_13976 src/r_dragon.c:2240:29 "Young Green Dragon"
NO_MATCH SRC_13977 src/r_dragon.c:2240:51 "Mature Green Dragon"
NO_MATCH SRC_13978 src/r_dragon.c:2240:74 "Ancient Green Dragon"
NO_MATCH SRC_13979 src/r_dragon.c:2240:98 "Great Venom Wyrm"
NO_MATCH SRC_13980 src/r_dragon.c:2241:17 "Green Dragon"
NO_MATCH SRC_13983 src/r_dragon.c:2314:20 "You have evolved into a %s."
NO_MATCH SRC_13984 src/r_dragon.c:2320:20 "You have evolved into an %s."
NO_MATCH SRC_13985 src/r_dragon.c:2326:20 "You have evolved into a %s."
NO_MATCH SRC_13986 src/r_dragon.c:2439:19 "You have evolved into a Death Drake."
NO_MATCH SRC_13987 src/r_dragon.c:2445:19 "You have evolved into a Spectral Wyrm."
NO_MATCH SRC_13988 src/r_dragon.c:2454:33 "Shadow Drake"
NO_MATCH SRC_13989 src/r_dragon.c:2454:49 "Death Drake"
NO_MATCH SRC_13990 src/r_dragon.c:2454:64 "Spectral Wyrm"
NO_MATCH SRC_13992 src/r_dragon.c:2486:22 "Shadow Drake"
NO_MATCH SRC_13993 src/r_dragon.c:2544:19 "You have evolved into a Great Wyrm of Law."
NO_MATCH SRC_13994 src/r_dragon.c:2552:33 "Law Drake"
NO_MATCH SRC_13995 src/r_dragon.c:2552:46 "Great Wyrm of Law"
NO_MATCH SRC_13997 src/r_dragon.c:2582:22 "Law Drake"
NO_MATCH SRC_13998 src/r_dragon.c:2641:19 "You have evolved into a Great Wyrm of Chaos."
NO_MATCH SRC_13999 src/r_dragon.c:2649:33 "Chaos Drake"
NO_MATCH SRC_14000 src/r_dragon.c:2649:48 "Great Wyrm of Chaos"
NO_MATCH SRC_14002 src/r_dragon.c:2680:22 "Chaos Drake"
NO_MATCH SRC_14003 src/r_dragon.c:2738:19 "You have evolved into a Great Wyrm of Balance."
NO_MATCH SRC_14004 src/r_dragon.c:2746:33 "Balance Drake"
NO_MATCH SRC_14005 src/r_dragon.c:2746:50 "Great Wyrm of Balance"
NO_MATCH SRC_14007 src/r_dragon.c:2775:22 "Balance Drake"
NO_MATCH SRC_14008 src/r_dragon.c:2837:19 "You have evolved into an Ethereal Drake."
NO_MATCH SRC_14009 src/r_dragon.c:2843:19 "You have evolved into an Ethereal Dragon."
NO_MATCH SRC_14010 src/r_dragon.c:2851:33 "Pseudo Dragon"
NO_MATCH SRC_14011 src/r_dragon.c:2851:50 "Ethereal Drake"
NO_MATCH SRC_14012 src/r_dragon.c:2851:68 "Ethereal Dragon"
NO_MATCH SRC_14014 src/r_dragon.c:2884:22 "Ethereal Drake"
NO_MATCH SRC_14015 src/r_dragon.c:2956:19 "You have evolved into a Great Crystal Drake."
NO_MATCH SRC_14016 src/r_dragon.c:2964:33 "Crystal Drake"
NO_MATCH SRC_14017 src/r_dragon.c:2964:50 "Great Crystal Drake"
NO_MATCH SRC_14019 src/r_dragon.c:2994:22 "Crystal Drake"
NO_MATCH SRC_14020 src/r_dragon.c:3051:19 "You have evolved into a Mature Bronze Dragon."
NO_MATCH SRC_14021 src/r_dragon.c:3057:19 "You have evolved into an Ancient Bronze Dragon."
NO_MATCH SRC_14022 src/r_dragon.c:3065:33 "Young Bronze Dragon"
NO_MATCH SRC_14023 src/r_dragon.c:3065:56 "Mature Bronze Dragon"
NO_MATCH SRC_14024 src/r_dragon.c:3065:80 "Ancient Bronze Dragon"
NO_MATCH SRC_14026 src/r_dragon.c:3096:22 "Bronze Dragon"
NO_MATCH SRC_14027 src/r_dragon.c:3154:19 "You have evolved into a Mature Gold Dragon."
NO_MATCH SRC_14028 src/r_dragon.c:3160:19 "You have evolved into an Ancient Gold Dragon."
NO_MATCH SRC_14029 src/r_dragon.c:3168:33 "Young Gold Dragon"
NO_MATCH SRC_14030 src/r_dragon.c:3168:54 "Mature Gold Dragon"
NO_MATCH SRC_14031 src/r_dragon.c:3168:76 "Ancient Gold Dragon"
NO_MATCH SRC_14033 src/r_dragon.c:3199:22 "Gold Dragon"
NO_MATCH SRC_14034 src/r_dragon.c:3272:19 "You have evolved into a Steel Dragon."
NO_MATCH SRC_14035 src/r_dragon.c:3280:33 "Stone Dragon"
NO_MATCH SRC_14036 src/r_dragon.c:3280:49 "Steel Dragon"
NO_MATCH SRC_14038 src/r_dragon.c:3314:22 "Steel Dragon"
NO_MATCH SRC_14039 src/r_dragon.c:3393:20 "Dragon"
NO_MATCH SRC_14061 src/r_elem.c:421:49 "Earth Elemental"
NO_MATCH SRC_14074 src/r_elem.c:681:47 "Air Elemental"
NO_MATCH SRC_14093 src/r_elem.c:1085:49 "Water Elemental"
NO_MATCH SRC_14109 src/r_elem.c:1382:48 "Fire Elemental"
NO_MATCH SRC_14110 src/r_elem.c:1382:66 "Magma Elemental"
NO_MATCH SRC_14135 src/r_eye.c:360:42 "Spectator"
NO_MATCH SRC_14136 src/r_eye.c:360:55 "Beholder"
NO_MATCH SRC_14137 src/r_eye.c:360:67 "Undead Beholder"
NO_MATCH SRC_14138 src/r_eye.c:360:86 "Ultimate Beholder"
NO_MATCH SRC_14165 src/r_giant.c:540:47 "Stone Giant"
NO_MATCH SRC_14166 src/r_giant.c:540:62 "Rock Giant"
NO_MATCH SRC_14167 src/r_giant.c:540:76 "Hru"
NO_MATCH SRC_14175 src/r_giant.c:680:47 "Stone Giant"
NO_MATCH SRC_14176 src/r_giant.c:680:62 "Fire Giant"
NO_MATCH SRC_14177 src/r_giant.c:680:76 "Elder Fire Giant"
NO_MATCH SRC_14184 src/r_giant.c:811:47 "Stone Giant"
NO_MATCH SRC_14185 src/r_giant.c:811:62 "Frost Giant"
NO_MATCH SRC_14186 src/r_giant.c:811:77 "Ice Giant"
NO_MATCH SRC_14197 src/r_giant.c:984:47 "Stone Giant"
NO_MATCH SRC_14198 src/r_giant.c:984:62 "Cloud Giant"
NO_MATCH SRC_14199 src/r_giant.c:984:77 "Storm Giant"
NO_MATCH SRC_14200 src/r_giant.c:984:92 "Elder Storm Giant"
NO_MATCH SRC_14205 src/r_giant.c:1081:47 "Stone Giant"
NO_MATCH SRC_14206 src/r_giant.c:1081:62 "Lesser Titan"
NO_MATCH SRC_14207 src/r_giant.c:1081:78 "Greater Titan"
NO_MATCH SRC_14215 src/r_giant.c:1134:16 "Titans are huge immortal beings of incredible strength and awesome power. Descended from Gaia and Uranus, they ruled during the legendary Golden Age, but were overthrown by the Olympians during the War of the Titans."
NO_MATCH SRC_14216 src/r_giant.c:1137:7 "Hru"
NO_MATCH SRC_14218 src/r_giant.c:1176:20 "Giant"
NO_MATCH SRC_14336 src/r_leprec.c:161:29 "Summon many devoted devoted leprechaun servants at chosen foe."
NO_MATCH SRC_14346 src/r_leprec.c:412:56 "Malicious Leprechaun"
NO_MATCH SRC_14347 src/r_leprec.c:412:80 "Death Leprechaun"
NO_MATCH SRC_14360 src/r_lich.c:216:41 "Master Lich"
NO_MATCH SRC_14361 src/r_lich.c:216:56 "Demilich"
NO_MATCH SRC_14362 src/r_lich.c:216:68 "Archlich"
NO_MATCH SRC_14408 src/r_mimic.c:1112:19 "You maintain your current form."
NO_MATCH SRC_14409 src/r_mimic.c:1128:20 "<color:B>You have a <color:R>%d%%</color> chance to learn this form.</color>"
NO_MATCH SRC_14412 src/r_mummy.c:35:55 "Light curse of power 1. Occasionally dispels temporary status buffs."
NO_MATCH SRC_14414 src/r_mummy.c:36:56 "Light curse of power 1. Occasionally summons hostile animals."
NO_MATCH SRC_14416 src/r_mummy.c:37:52 "LIght curse of power 1. Occasionally makes you very afraid."
NO_MATCH SRC_14418 src/r_mummy.c:38:51 "Light curse of power 1. Reduces your stealth."
NO_MATCH SRC_14420 src/r_mummy.c:39:59 "Light curse of power 1. Increases your food consumption."
NO_MATCH SRC_14422 src/r_mummy.c:40:53 "Light curse of power 1. Reduces the speed of cut healing."
NO_MATCH SRC_14424 src/r_mummy.c:41:59 "Light curse of power 1. Occasionally adds new light curses to your equipment."
NO_MATCH SRC_14426 src/r_mummy.c:42:45 "Light curse of power 1. Reduces your AC."
NO_MATCH SRC_14428 src/r_mummy.c:43:54 "Light curse of power 1. Reduces your melee accuracy."
NO_MATCH SRC_14430 src/r_mummy.c:44:50 "Light curse of power 1. Occasionally drains your HP."
NO_MATCH SRC_14432 src/r_mummy.c:45:54 "Light curse of power 1. Occasionally drains your mana."
NO_MATCH SRC_14434 src/r_mummy.c:46:53 "Light curse of power 1. Occasionally drains your devices."
NO_MATCH SRC_14436 src/r_mummy.c:47:61 "Light curse of power 1. Increases your spell failure chance."
NO_MATCH SRC_14438 src/r_mummy.c:48:63 "Light curse of power 1. Increases your device failure chance."
NO_MATCH SRC_14440 src/r_mummy.c:49:54 "Heavy curse of power 2. Occasionally summons hostile demons."
NO_MATCH SRC_14442 src/r_mummy.c:50:58 "Heavy curse of power 2. Occasionally summons hostile dragons."
NO_MATCH SRC_14444 src/r_mummy.c:51:62 "Heavy curse of power 2. Occasionally teleports you randomly."
NO_MATCH SRC_14446 src/r_mummy.c:52:59 "Heavy curse of power 2. Occasionally drains your experience."
NO_MATCH SRC_14448 src/r_mummy.c:53:59 "Heavy curse of power 2. Occasionally adds new heavy curses to your equipment."
NO_MATCH SRC_14450 src/r_mummy.c:54:59 "Heavy curse of power 2. Occasionally causes harmful mutations."
NO_MATCH SRC_14452 src/r_mummy.c:55:51 "Heavy curse of power 3. Makes you aggravating."
NO_MATCH SRC_14454 src/r_mummy.c:56:52 "Heavy curse of power 3. Causes you to meet more dangerous monsters."
NO_MATCH SRC_14456 src/r_mummy.c:57:55 "Heavy curse of power 3. Occasionally triggers the Baby Foul Curse."
NO_MATCH SRC_14458 src/r_mummy.c:58:62 "Heavy curse of power 4. Occasionally triggers the Ancient Foul Curse."
NO_MATCH SRC_14460 src/r_mummy.c:59:60 "Permanent curse of power 1. Cannot be removed except by mundanizing the object. Prevents the removal and draining of Cursed and Heavily Cursed, but not of specific curses."
NO_MATCH SRC_14464 src/r_mummy.c:164:90 "have"
NO_MATCH SRC_14465 src/r_mummy.c:164:99 "has"
NO_MATCH SRC_14475 src/r_mummy.c:275:41 "Browse which curse?"
NO_MATCH SRC_14535 src/r_mummy.c:749:234 "currently"
NO_MATCH SRC_14590 src/r_orc.c:136:42 "Cave orc"
NO_MATCH SRC_14591 src/r_orc.c:136:54 "Uruk"
NO_MATCH SRC_14592 src/r_orc.c:136:62 "Orc warlord"
NO_MATCH SRC_14606 src/r_orc.c:360:47 "Orc warlock"
NO_MATCH SRC_14671 src/r_poss.c:1308:23 "You can no longer maintain your current body!"
NO_MATCH SRC_14672 src/r_poss.c:1319:27 "Your previous body quickly decays!"
NO_MATCH SRC_14673 src/r_poss.c:1327:23 "You struggle to maintain possession of your current body!"
NO_MATCH SRC_14674 src/r_poss.c:1416:40 "Exploding"
